canonical_fix_id,row_id,origin,subsystem,severity_final,final_verdict,resolution_mode,target_wave,release_relevance,status,notes
ISSUE-00125,ISSUE-00125,existing,workflows,P1,not_reproducible_current_code,regression_guard,phase5-regression-guards,yes,verified_targeted_tests,"Current code no longer matches the original unsupported-shape claim. The builtin-blank template still instantiates a spec with steps[0].type=""transform"", but the current compiler maps transform -> data, validation accepts the draft, publish succeeds, and a fresh main-runtime run completes successfully. Corrected statement: the blank builder template now compiles into a valid data node and runs as a null-output no-op, so the old runner/actionType incompatibility is not reproducible on current code. Targeted regression coverage now proves the real builtin-blank template compiles step-1 into a data node, publishes successfully, and the empty data-node execution path returns null instead of surfacing an actionType shape failure."
ISSUE-00126,ISSUE-00126,existing,observability/metrics,P1,confirmed_exact,code_change,phase3e-learning-observability-family,yes,verified_targeted_tests,"Closed via targeted observability verification. `friday.agent_loop.runs.total` is now counted once per `loopRunId` instead of depending on a `started` event arriving first, so terminal-only provider lanes still surface truthful run counters without double-counting started/completed pairs. Targeted observability coverage passed (1 file / 9 tests observed, no type errors)."
ISSUE-00127,ISSUE-00127,existing,agent/memory,P1,confirmed_but_statement_drifted,code_change,phase3b-memory-ledger-family,yes,verified_main_runtime,"Fresh-run recall still occurs, but current evidence no longer supports the old prompt-injection-only explanation. After the runtime/tool fixes, rerun16 shows both main-runtime OpenAI and isolated Anthropic recall the taught name via successful memory_search-backed evidence, with deterministic fallback on the OpenAI lane only when the model skips the required search. The recalled fact is now visible through /v1/uix/learned-facts and /v1/memory/search instead of being retrievable only from hidden prompt context."
ISSUE-00033,ISSUE-00128,existing,mcp,P1,duplicate_or_merged,merge_only,phase6-duplicate-regression,yes,verified_main_runtime,Canonical ISSUE-00033 rerun shows /v1/mcp is no longer dark on main runtime; authenticated initialize returns 501 CAPABILITY_DISABLED with truthful disabled-state details. Merge regression satisfied by the shared main-runtime evidence set.
ISSUE-00129,ISSUE-00129,existing,heartbeat,P1,confirmed_exact,code_change,phase3z-p1-other,yes,verified_main_runtime,"Heartbeat startup is no longer hidden behind literal FRIDAY_HEARTBEAT_ENABLED=true. Source now defaults heartbeatEnabled on unless FRIDAY_HEARTBEAT_ENABLED=false, and the current main-runtime rerun matches that source truth: heartbeat status returns a real lastRunAt/result/interval, trigger returns 200 HEARTBEAT_OK, and heartbeat state/runs are persisted in SQLite."
ISSUE-00130,ISSUE-00130,existing,plugins,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current plugin routes still expose only `GET /v1/plugins` plus per-plugin verbs (`GET /:id`, versions, install, enable, disable, delete). On the main runtime `GET /v1/plugins` returned `{items:[]}` and `POST /v1/plugins` returned 404 `No route matches POST /v1/plugins`, so there is still no bootstrap create surface."
ISSUE-00131,ISSUE-00131,existing,workflows,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Approval nodes still reuse blocked_offline at the node layer. Current source sets approval-node attempts to blocked_offline before pausing the run, and live rerun shows run.status='paused' while the only node remains status='blocked_offline'."
ISSUE-00132,ISSUE-00132,existing,workflows,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current code still exposes two distinct approval surfaces: /v1/system/approvals comes from the desktop/system approval repository (approval_requests), while /v1/workflow-approvals is wired separately to workflow_approval_requests. Live main runtime currently returns different datasets on each route: system approvals show a clipboard_read decision, while workflow approvals show pending workflow-node approvals."
ISSUE-00133,ISSUE-00133,existing,retry,P1,confirmed_exact,code_change,phase3a-workflow-family,yes,verified_main_runtime,"The retry-surface dark-write gap is closed on current code. Workflow runtime now mirrors unified retry decisions into the public retry tables instead of only writing workflow_run_retry_traces. Real main-runtime rerun workflow 248c0a97-365c-4e21-afcb-028d2d013dc7 produced final run bd5838a5-02b5-4df7-99e4-1218317109d4 where /v1/workflow-runs/:runId/evidence?modules=retry exposed retry traces/events, /v1/retry/traces?runId=... returned one escalated timeout trace, /v1/retry/escalations returned non-empty items, and SQLite persisted retry_traces=7 plus retry_escalations=3 for the workflow."
ISSUE-00134,ISSUE-00134,existing,retry,P1,confirmed_exact,code_change,phase3a-workflow-family,yes,verified_main_runtime,"The circuit-breaker visibility gap is closed on current code. Workflow runtime now persists public retry circuit-breaker snapshots alongside workflow retry evidence. Real main-runtime rerun workflow 248c0a97-365c-4e21-afcb-028d2d013dc7 drove repeated timeout failures until pipeline.retry.circuit.opened appeared in run evidence, and GET /v1/retry/circuit-breakers returned targetId 248c0a97-365c-4e21-afcb-028d2d013dc7:timeout-node-mo5ui769 with state=open, consecutiveFailures=7, failureThreshold=5. SQLite retry_circuit_breakers persisted the same open breaker row."
ISSUE-00135,ISSUE-00135,existing,workflows,P1,not_reproducible_current_code,regression_guard,phase5-regression-guards,yes,verified_targeted_tests,"Current failed-run plumbing does surface failure details. The run repository still maps failure_code/failure_message into run.failure, fail_fast finalization writes WORKFLOW_FAILED, and the current unsupported-start repro returned run.failure plus node.error instead of a null error summary. Targeted regression coverage now proves failed-run finalization rehydrates run.failure from SQLite and the workflow product overview exposes the matching node.error message in latestRunNodeTimeline."
ISSUE-00136,ISSUE-00136,existing,learning,P1,confirmed_but_statement_drifted,code_change,phase3e-learning-observability-family,yes,verified_main_runtime,"Closed on main runtime after the learning-title normalization pass. A fresh manual-resolve seed stored lesson title `Auto-fixed: retry workflow`, the next same-signature failure created exactly one planned action titled `Auto-fix: retry workflow`, and the captured repeat evidence shows the normalized lesson/plan titles stayed flat instead of reintroducing recursive prefixes."
ISSUE-00137,ISSUE-00137,existing,learning,P1,confirmed_but_statement_drifted,code_change,phase3e-learning-observability-family,yes,verified_main_runtime,"Closed on main runtime after adding same-signature open-incident reuse. In the fresh rerun, the manual-resolve seed plus second inject produced exactly two incidents total (one resolved seed, one open recurrence), and the third inject created 0 new incidents while keeping the same open incidentId `368541cc-569f-4e36-8c59-547e23261a41`."
ISSUE-00138,ISSUE-00138,existing,learning,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The metrics contradiction still reproduces exactly on current code and main runtime. friday-learning-metrics-service still derives successRate from workflow_outcome events in learning_events, while autoFixSuccessRate comes from applied/executed counts in auto_fix_actions, but the API response does not disclose the denominator split. Live GET /v1/auto-fix/metrics?day=2026-04-18 returned successRate=0 and autoFixSuccessRate=1 in the same envelope, and the persisted learning_metrics row for 2026-04-18 stores the same pair."
ISSUE-00139,ISSUE-00139,existing,workflows,P3,partially_confirmed_scope_limited,code_change,phase4-design-density,no,queued,"Current isolated runtime still accumulates observed playbook candidates while active playbooks stay at zero: GET /v1/playbooks returned empty, GET /v1/playbooks/candidates returned observed candidates, and SQLite now shows playbooks_total=0 versus candidates_total=4. The statement narrows because there is an API promotion route (/v1/playbooks/candidates/:candidateId/promote), but there is still no UI surface in ui/src for reviewing or promoting those candidates."
ISSUE-00140,ISSUE-00140,existing,api,P1,confirmed_exact,code_change,phase3d-api-security-family,main-runtime-open-blocker,verified_main_runtime,"The TUI API surface is now real on main runtime. Source mounts authenticated `/v1/status` and `/v1/jobs`, the TUI client unwraps the current API envelopes, and live rerun shows `/v1/status`, `/v1/jobs`, `/v1/sessions`, and `/v1/satellites/pairing` all returning 200 with matching SQLite counts. The public `friday tui` command now reaches the dashboard and renders against those routes instead of falling back to dead endpoints."
ISSUE-00141,ISSUE-00141,existing,fleet,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The specific 100->65 one-satellite repro from the original row has drifted, but the current fleet health surface is still dominated by satellite state rather than the workflow-run summary counters it returns alongside it. Source still averages calculateSatelliteHealth across satellites and derives that score from heartbeat/resource/queue/per-satellite-node-failure inputs, while workflows.failed1h/completed1h are populated from workflow_runs only and are not consumed by the health formula. Fresh main-runtime evidence shows three pending/restricted satellites with no heartbeats, /v1/fleet/satellites reporting healthScore=65 degraded for each card, and /v1/fleet/overview reporting health.score=65 degraded with workflows.failed1h=2. Corrected statement: fleet health remains satellite-centric; workflow-run summary counts are visible but do not directly drive the score."
ISSUE-00142,ISSUE-00142,existing,fleet,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The current observability gap is real, but the freshest proof is narrower than the original run-evidence wording. Fleet overview still sources queue.deadLetter only from queueStats.dead_letter_count, while retry.decide persists escalations into retry_traces/retry_escalations without affecting fleet.queue.deadLetter. A fresh main-runtime auth-failure retry decision created one escalation visible at GET /v1/retry/escalations and in retry_escalations, while GET /v1/fleet/overview before and after both reported queue.deadLetter=0. Corrected statement: fleet overview does not count deterministic retry escalations / exhausted retry traces, so the queue dead-letter surface remains false-green relative to retry escalation state."
ISSUE-00143,ISSUE-00143,existing,satellites,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The public registration surface and low-entropy pairing material are still real, but the current approval path is not pairing-code brute force. Source keeps POST /v1/satellites/register public and registration still returns a 6-digit pairingCode plus challengeNonce; live public registration created a real pending pairing and persisted code=367126. But POST /v1/satellites/:id/pairing/approve now requires satellite.write auth and a no-auth probe returned 401, so the current risk is unauthenticated pairing-request creation and exposure of low-entropy pairing codes, not direct brute-force approval via the approve route."
ISSUE-00144,ISSUE-00144,existing,satellites,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Approval still mints a zero-scope satellite token and the API wrapper still forces expiresAt to an empty string. Hub bootstrap defaults scopes to [] and rewrites undefined expiresAt to """"; live admin approval returned token payload scopes:[] with expiresAt:""""; the persisted api_tokens row stored scopes_json=""[]"" and expires_at=NULL; and a real heartbeat call with that token failed 403 FORBIDDEN because satellite.write was missing."
ISSUE-00145,ISSUE-00145,existing,satellites,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The bare /v1/satellites list route is still absent, but there is now a fleet drill-down surface. Source exposes GET /v1/satellites/pairing and GET /v1/fleet/satellites, with no bare GET /v1/satellites route; live GET /v1/satellites returned 404 NOT_FOUND while GET /v1/fleet/satellites returned the paired satellite card successfully."
ISSUE-00146,ISSUE-00146,existing,deeplink,P1,confirmed_exact,code_change,phase3z-p1-other,yes,verified_main_runtime,"Deep-link preview redaction is now closed on main runtime. A fresh authenticated POST /v1/deeplink/preview with provider-template apiKey=sk-redacted returned verdict=ready while preview.payload.providerTemplate.apiKey was `[redacted]`, not the submitted plaintext."
ISSUE-00147,ISSUE-00147,existing,deeplink,P2,confirmed_exact,code_change,phase4-design-density,no,queued,Current validator still records a missing integrity hash as advisory-only and keeps verdict=ready when no other warning/blocking checks fire. Live provider-template preview without integrityHash still returns verdict ready with only the advisory checksum warning.
ISSUE-00148,ISSUE-00148,existing,api,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current error mapper still masks every 5xx message to 'Internal Server Error'. The LINE webhook route throws LINE_LISTENER_INACTIVE with a 503-specific message, but the live response returns status=503, code=LINE_LISTENER_INACTIVE, message='Internal Server Error', retryable=false."
ISSUE-00149,ISSUE-00149,existing,agent,P1,confirmed_but_statement_drifted,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"Verified after remediation: POST /v1/agent/runs now preflights provider/model routing before creating a run, so an unknown providerId fails immediately with 404 PROVIDER_NOT_FOUND instead of returning 200/ok and later collapsing into a generic run failure. Fresh main-runtime rerun shows no runId returned, friday_agent_runs count unchanged at 60, and zero persisted rows for providerId=missing-provider-issue-00149."
ISSUE-00150,ISSUE-00150,existing,agent/memory,P1,confirmed_but_statement_drifted,code_change,phase3b-memory-ledger-family,yes,verified_main_runtime,"Explicit agent-memory namespaces are now revalidated and closed on the main runtime. Root cause was twofold: delegated execute tasks containing `memory_store` plus incidental `audit` text were misclassified into a read-only review subagent because the write-access heuristics failed to recognize underscore-delimited mutating tool names, and hallucinated/normalized expiresAt values could make successful writes look immediately invisible. Source now preserves execute/write access for explicit mutating tool instructions, ignores past expiresAt values, preserves far-future expiry strings without year-10000 normalization drift, and removes the temporary debug logging added during RCA. Fresh main-runtime rerun f77e9f68-16d4-4fad-a054-f54c00b0c4d9 spawned child run 03c2ac3c-1318-47d6-9105-e0ba9ca37705 with `readOnly:false`, stored the marker under plain namespace `agent`, and returned `FOUND ISSUE-00150-MARKER-1776622470250` from follow-up `memory_search(namespace=\"agent\")`."
ISSUE-00151,ISSUE-00151,existing,agent/audit,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The audit endpoint is still a sparse, non-contiguous view of run events, and tool timestamps still collapse into a single millisecond window near run completion. Current source filters audit output down to a hard-coded allowlist of started/tool_start/tool_end/route/degraded/completed/failed/cancelled plus autonomous.*. In a real Anthropic-backed run with two write tool calls, replay events contained seq 1-14 including planning/executing/progress updates, but GET /v1/agent/runs/:runId/audit returned only seq 1,9,10,11,12,13. Those four tool_start/tool_end events all carried the same 2026-04-19T06:16:09.078Z timestamp even though the run spanned 8.8s, so per-step timing still cannot be reconstructed from the audit surface alone."
ISSUE-00152,ISSUE-00152,existing,api,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The filter is no longer universally ignored, but invalid status values are still silently dropped. Current source only honors statuses in the hard-coded set {pending, planning, awaiting_clarification, awaiting_plan_approval, executing, testing, fixing, completed, failed, failed_tests, cancelled}. Live GET /v1/agent/runs?status=running returned the exact same 20 ids as the unfiltered list, while ?status=completed returned 20 completed-only rows."
ISSUE-00153,ISSUE-00153,existing,agent,P1,confirmed_but_statement_drifted,code_change,phase3c-agent-provider-family,yes,verified_targeted_tests,"Current async Anthropic probe proved the cancel endpoint still misrepresents terminal behavior: POST /cancel returned cancelled:true while the in-flight run kept emitting 160 more events and 17 more tool_start events after cancel acceptance. The final stored status was failed, not cancelled, because API cancel only aborts the controller and runtime then persists the resulting provider error through the failed path. Runtime catch handling now routes aborted LLM-stream failures through the cancelled terminal path instead of persisting failed, and targeted regression coverage proves an externally aborted in-flight run now finalizes as cancelled with no persisted errorCode."
ISSUE-00154,ISSUE-00154,existing,workflows,P1,confirmed_exact,code_change,phase3a-workflow-family,yes,verified_targeted_tests,"Closed via targeted route/integration verification. `/v1/workflow-runs/:runId/evidence/exports/:exportId/download` now returns the raw exported JSON bytes with `Content-Type: application/json` plus checksum headers instead of wrapping the payload in an `{export,file,content}` envelope, and targeted vitest coverage proved the downloaded body sha256 matches the persisted export checksum (3 files / 33 tests, no type errors)."
ISSUE-00040,ISSUE-00155,existing,api,P1,duplicate_or_merged,merge_only,phase6-duplicate-regression,yes,verified_main_runtime,Canonical ISSUE-00040 rerun now proves the default-500 masking family is fixed in main runtime. Merge regression satisfied by the shared source/live/state evidence set.
ISSUE-00156,ISSUE-00156,existing,observability,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The empty-success test-dispatch behavior still reproduces exactly. Current source resolves destinationIds from rule.channelIds / escalationTiers, then simply returns the collected attempts array; when the rule has no configured channels, the loop never runs and no NO_DESTINATIONS-style error is raised. Fresh main-runtime evidence shows one active critical alert with notifiedChannelCount=0, alert-destinations list returning [], DB alert destination count at 0, and POST /v1/observability/alerts/e58e9bfe-ae32-4659-a2c6-25bcb1c13a53/test-dispatch returning ok:true with attempts:[]."
ISSUE-00157,ISSUE-00157,existing,observability,P2,not_reproducible_current_code,regression_guard,phase5-regression-guards,no,queued,"The old sibling-enum mismatch no longer matches current code. Alert destination creation still rejects type=webhook with OBS_ALERT_CHANNEL_VALIDATION_FAILED (only slack/email are accepted), but the alert-rules surface no longer accepts or documents a destination type enum at all: current API types and live rule payloads use channelIds UUID references instead of channel:type values. Fresh main-runtime evidence shows POST /v1/observability/alert-destinations with type=webhook returning the expected 400, while GET /v1/observability/alert-rules returns rules shaped around channelIds and escalationTiers with no webhook/slack/email enum on that surface."
ISSUE-00158,ISSUE-00158,existing,api,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Idempotency-Key enforcement is now closed on both write surfaces. Source now hashes request payloads, replays exact duplicates, and returns SECURITY_IDEMPOTENCY_KEY_CONFLICT for mismatched reuses on `/v1/memory/items`, `/v1/memory/store`, and `POST /v1/agent/runs`, with persisted apiRequest metadata on both memory_items and friday_agent_runs. Fresh main-runtime rerun now returns one memory item id and one run id across three repeated requests, and SQLite shows exactly one matching memory_items row plus one friday_agent_runs row. Fresh isolated rerun with Anthropic enabled shows the same one-row replay behavior while also recording providerId/model on the persisted run and one matching anthropic llm_usage_records row, proving the idempotency fix holds under a real model-backed agent path."
ISSUE-00159,ISSUE-00159,existing,workflows,P1,not_reproducible_current_code,regression_guard,phase5-regression-guards,yes,verified_targeted_tests,"Targeted workflow-generator regression coverage now proves approveAndSave persists an executable compiled graph with non-empty trigger/action nodes plus an execution edge, preventing the old no-op approval path from degrading into nodes=[] and an empty execution graph."
ISSUE-00160,ISSUE-00160,existing,workflows,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current generator still lets POST /generate run from a needs_clarification session, still stores requirementsSummary as a JSON string, and still has no GET list route for sessions. Source generateDraft only blocks approved/saved/cancelled states, requirementsSummary is written via JSON.stringify, and routes expose POST /sessions plus GET /sessions/:id but no GET collection route. The isolated rerun used real Anthropic calls; llm_usage_records at 02:29:06-02:29:14 show anthropic-messages usage on claude-sonnet-4-20250514 for this batch."
ISSUE-00161,ISSUE-00161,existing,memory,P1,confirmed_exact,code_change,phase3b-memory-ledger-family,yes,verified_main_runtime,"Namespace-scoped prune now defaults back to expired-only semantics unless callers explicitly set expiredOnly=false. Source now applies the expiry predicate whenever expiredOnly is omitted and olderThan is absent, even when namespace/source/tagsAny filters are present, while unit regressions preserve the explicit destructive override. Fresh main-runtime rerun on http://127.0.0.1:3242 stored live item 8ebc3b53-b26e-4e25-9842-d7ab3c740ea6 under tenant.admin-001.user.admin-001.audit.prune.repro.20260419b with expiresAt=2026-04-19T19:26:16.364Z; namespace-only dryRun returned deletedCount=0, namespace-only actual prune also returned deletedCount=0, list-after still contained the same item, and SQLite memory_items after-count remained 1."
ISSUE-00162,ISSUE-00162,existing,workflows,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The cancellation reason is not dropped, but the contract drift is still real. Current cancel path writes the caller-provided reason into failure.message with code WORKFLOW_CANCELLED, and both GET and SQLite show that value there; the old statement drifts because the reason survives, just not in a dedicated top-level cancelReason field."
ISSUE-00163,ISSUE-00163,existing,cli,P2,confirmed_exact,code_change,phase4-design-density,no,verified_main_runtime,"The CLI parser/dispatcher mismatch is fixed. `parseArgs.validCommands` now includes `tui`, root help advertises `friday tui`, `friday tui --help` returns dedicated subcommand usage, and a main-runtime PTY rerun renders the dashboard instead of falling back to root help."
ISSUE-00164,ISSUE-00164,existing,api,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"DEFAULT_POLICIES now covers agent.run, session.write, memory.write, marketplace.write, and marketplace.checkout, with a route-policy coverage test guarding future drift. Real Anthropic-backed concurrency now enforces limits: 15 concurrent agent runs yielded 10 accepts and 5 HTTP 429s, POST /v1/memory/items returned X-RateLimit-Limit=60 and Remaining=59, and SQLite persisted both agent.run and memory.write counter rows."
ISSUE-00165,ISSUE-00165,existing,api,P1,confirmed_but_statement_drifted,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Transient DB contention no longer collapses into masked 500/Internal Server Error with retryable=false. Current main-runtime BEGIN IMMEDIATE repro now returns 503 DEGRADED_MODE with retryable=true and Retry-After=1 for both POST /v1/auth/login and POST /v1/secrets, while the same lock still allows WAL-backed GET /v1/agent/runs to return 200 and SQLite state proves no new auth_sessions or secrets rows were persisted under the blocked writes."
ISSUE-00166,ISSUE-00166,existing,api,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Current code still lacks a general hot-registration CRUD API for MCP servers. /v1/mcp remains conditionally registered only when deps.mcpServer is present, and hub bootstrap still derives the MCP adapter from FRIDAY_MCP_SERVERS at startup. Current source also includes newer optional autonomy mcp lifecycle routes (/v1/autonomy/mcp-servers/:serverId/shadow|canary|promote|rollback), so the old ""sole endpoint"" wording has drifted; however, these routes are not a base registration API and the current main runtime exposes none of them. Fresh live probes at 2026-04-19T05:46:07Z returned 404 for GET /v1/mcp, POST /v1/mcp initialize, POST /v1/mcp/servers, and POST /v1/autonomy/mcp-servers/audit-shadow/shadow. Corrected statement: MCP server registration remains boot-time/env-driven on current code, with no live CRUD surface for adding or removing base MCP servers without restart."
ISSUE-00167,ISSUE-00167,existing,channels,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The route-coverage gap is real, but the original statement overgeneralized the transport impact. createFridayChannelWebhookRoutes still only exposes line, whatsapp (GET+POST), and lark; live POST probes to /v1/channel-webhooks/slack, /discord, /telegram, /webchat, /qq, /signal, and /irc all returned 404 NOT_FOUND; and /v1/health still advertises 11 supportedKinds. Current source also shows several of those kinds are intentionally wired through non-HTTP ingress paths instead of webhook routes (Slack socket mode / optional HTTP events, Discord gateway WS, Telegram polling or webhook, Webchat WS, Signal SSE, IRC TCP), so the precise current defect is missing public HTTP webhook ingress for the affected kinds rather than a universal inability for every supported channel to receive messages."
ISSUE-00168,ISSUE-00168,existing,api,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"/v1/auth/login still only reads email, password, localPassphrase, local, and rememberMe. Live login with extra fields (scopes, tenantId, principalId, role, accountId, userId, password/passphrase noise) still minted the normal admin session, and /v1/auth/me returned admin-001 with the standard admin scope set."
ISSUE-00169,ISSUE-00169,existing,api,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The current runtime still exposes no tenant/user management surface over HTTP, but the codebase does now contain optional multi-tenant security routes gated behind FRIDAY_MULTI_TENANT_ENABLED. Live GET /v1/security/tenants returned 404, while source shows createFridayMultiTenantSecurityRoutes only mounts when deps.multiTenantSecurity is populated from that env gate."
ISSUE-00170,ISSUE-00170,existing,skills,P1,confirmed_exact,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"The skill-generator explicit self-test gate now fails closed when the extracted contract has zero required output markers. Source no longer default-initializes behavioral success on empty markers, executable now requires a real attempted behavioral run, approvalReadiness requires both ok=true and executable=true, and approveAndSave now rejects drafts whose explicit self-test did not execute runtime behavior. Main-runtime rerun on 2026-04-19 used a real local-bypass login plus live generator session for goal ""List the top 3 largest files in a given directory."" and produced test ok=false executable=false with BEHAVIOR_TEST_MARKERS_REQUIRED, evidence.approvalReadiness.ready=false, approve HTTP 422 VALIDATION_ERROR, and no managed-skills/largest-files-finder directory before or after the rerun."
ISSUE-00171,ISSUE-00171,existing,api,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Skill generator session start still requires goal, userId, and channel; prompt is ignored. Live POST /v1/skills/generator/sessions {prompt:'make a skill'} returned 400 with 'goal is required ... userId is required ... channel is required'."
ISSUE-00172,ISSUE-00172,existing,providers,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Current route coverage still confirms Anthropic-only OAuth, but this closure is intentionally narrower than the original mixed route+UI statement. Source shows only Anthropic OAuth routes are registered under /v1/auth/oauth/anthropic/{initiate,callback}, and the provider service registers a single Anthropic OAuth adapter. Fresh main-runtime live probes returned a real Anthropic authorizationUrl/state/codeVerifier from POST /v1/auth/oauth/anthropic/initiate, while POST /v1/auth/oauth/google/initiate, POST /v1/auth/oauth/github/initiate, POST /v1/providers/google/oauth/initiate, and POST /v1/providers/github/oauth/initiate all returned 404 NOT_FOUND. Corrected statement: current code implements only Anthropic OAuth route coverage; Google/GitHub OAuth initiate routes are still absent on the live runtime."
ISSUE-00173,ISSUE-00173,existing,hub,P1,confirmed_but_statement_drifted,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"The current blocker root cause is narrower and now closed on main runtime. Source truth showed three compounding defects: workflow execution persisted deterministic node failures as retryable, workflow-runtime diagnosis boosted those failures into auto-fix eligibility, and hub retry_node verification treated “new attempt exists” as success. A clean post-fix main runtime stayed at 0 learning_events / 0 error_incidents / 0 auto_fix_actions across a 130s idle window. A real missing-skill workflow then produced exactly 1 open incident with failedNodeRetryable=false, 0 auto_fix_actions, 0 learned_lessons, and after another 130s soak all three counters remained flat. The original wording about generic idle RSS growth drifted, but the actual self-churn blocker is now source/live/state closed."
ISSUE-00174,ISSUE-00174,existing,api,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Satellite invalid-body handling still returns ok:true with an embedded data.error object. Current register and handshake routes both return plain objects when required fields are missing, and live public probes came back 200 OK with {ok:true,data:{error:...}} envelopes."
ISSUE-00175,ISSUE-00175,existing,system,P2,not_reproducible_current_code,regression_guard,phase5-regression-guards,no,queued,"The original claim no longer matches current code. Legacy companion-specific HTTP routes still 404, but current source and live main-runtime behavior show that system actions are now exposed through POST /v1/system/intents with desktop.execute scope, so the old statement that no HTTP route exposes companion actions is no longer reproducible. Corrected statement: direct /v1/system/companion* routes remain absent, but an authenticated generic intent surface now executes system actions over HTTP."
ISSUE-00176,ISSUE-00176,existing,system,P1,confirmed_exact,code_change,phase3c-agent-provider-family,yes,verified_main_runtime,"The AppleScript injection surface is now fail-closed on the current main runtime. Source now splits free-text AppleScript literals from strict identifier literals, rejects bidi/control characters globally, rejects line breaks for identifier-like fields, validates system-service launch/focus appIdentifier before companion dispatch, and routes Darwin key/query/app identifiers through the strict helper. Main-runtime rerun on 2026-04-19 used real local-bypass auth and authenticated POST /v1/system/intents for action=focus and action=launch_app with appIdentifier containing a newline; both now return HTTP 400 VALIDATION_ERROR with message ""Unsafe AppleScript app identifier: line breaks are not allowed"". State evidence shows no system.intent.completed rows for those requests; friday_system_state_journal only recorded system.control.acquired plus system.intent.failed for focus and launch_app."
ISSUE-00181,ISSUE-00177,existing,workflows,P2,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,"Current fresh legacy-shape repro confirms the same visualization crash mechanism described in the old race-pub row: parseGraphJson accepts raw top-level nodes, getVisualization later feeds that shape into synthesizeSpecFromCompiledGraph and the route returns 500 INTERNAL_ERROR. Merge into ISSUE-00181 as the primary systemic row."
ISSUE-00178,ISSUE-00178,existing,deeplink,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current isPrivateUrl() still only inspects URL.hostname, so file:///... has empty hostname and does not warn. Live skill-source preview with file:///etc/passwd still returns verdict ready with only the integrity advisory."
ISSUE-00179,ISSUE-00179,existing,deeplink,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Current mcp-server validator still does not run isPrivateUrl() on remote MCP URLs and still does not warn on arbitrary stdio commands. The drift is in the transport label used by current payloads: the current parser/runtime path is streamable-http or sse rather than the older free-form http example, but the underlying no-warning behavior remains. Live preview still returns verdict ready for 169.254.169.254 and for /bin/sh -c payloads."
ISSUE-00180,ISSUE-00180,existing,deeplink,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current workflow-template validator still does not call isPrivateUrl(template.url), and validateSkillSource still never inspects manifestPath. Live preview still returns verdict ready for workflow-template file:///etc/hosts, workflow-template http://169.254.169.254/..., and skill-source manifestPath traversal ../../../../etc/passwd."
ISSUE-00181,ISSUE-00181,existing,workflows,P1,confirmed_exact,code_change,phase3a-workflow-family,yes,verified_main_runtime,"Verified after remediation: main-runtime workflow normalization cluster rerun still stored a legacy raw graph_json (`kind`/`data` plus edge `from`/`to`) in workflow_versions, but `GET /v1/workflows/:workflowId/visualization` now returns 200 and the same workflow runs to completed. The write-vs-read contract mismatch is closed because parseGraphJson now normalizes raw authoring graphs for visualization/execution instead of crashing on stored legacy shape."
ISSUE-00182,ISSUE-00182,existing,workflows,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"DELETE /v1/workflows/:id is still an archive with no reverse HTTP surface. Current delete archived the workflow, GET immediately returned WORKFLOW_NOT_FOUND, restore/unarchive/undelete probes all 404'd, and the SQLite row shows is_archived=1 plus deleted_at and slug suffix __archived__."
