Task ID,Epic ID,Workstream Code,Workstream,Phase,Layer,Task Type,Title,Objective,Scope,Task Detail,Inputs,Outputs,Owner Role,Collaborators,Priority,Estimate (SP),Estimated Duration (Days),Dependencies,Acceptance Criteria,Test Plan,KPI/Success Metric,Primary Risk,Mitigation,Target Release,Status
FRI-PLAT-067,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Multi-Tenant Security and Permissions — Migration, Backfill, and Compatibility",Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-066,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q3,Planned
FRI-PLAT-068,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Multi-Tenant Security and Permissions — Automated Test Matrix,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-067,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q3,Planned
FRI-PLAT-069,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Multi-Tenant Security and Permissions — Beta Rollout and Telemetry,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-068,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q3,Planned
FRI-PLAT-070,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-6 Launch Readiness (Weeks 21-24),Platform,Launch Runbook and Handover,Multi-Tenant Security and Permissions — Launch Runbook and Handover,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions","Prepare production launch checklist, support playbooks, and ownership handover.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Release Manager,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,3,1.5,FRI-PLAT-069,Runbook published; on-call training complete; launch gates automated.,Game-day simulation + incident drill + go/no-go checklist pass.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Operational unpreparedness at launch.,Runbook automation and escalation tree validation.,2026-Q3,Planned
FRI-PLAT-071,EPIC-DSK,DSK,Desktop Control Runtime,Phase-1 Foundations (Weeks 1-4),Platform,Product/Architecture Spec,Desktop Control Runtime — Product/Architecture Spec,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries",Define product and technical contract for this workstream with edge cases and out-of-scope boundaries.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Principal Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,3,1.5,none,"Architecture RFC, sequence diagrams, explicit NFRs approved.",Design review checklist passed; architecture doc lint + peer review complete.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Architecture drift after implementation.,Weekly design-review gate + ADR updates.,2026-Q3,Planned
FRI-PLAT-072,EPIC-DSK,DSK,Desktop Control Runtime,Phase-1 Foundations (Weeks 1-4),Platform,Domain Model and Data Contract,Desktop Control Runtime — Domain Model and Data Contract,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries","Define canonical entities, schemas, and persistence layout with versioning strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Backend Engineer (Data),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-071,Schema package merged; migration plan approved; backward compatibility documented.,Schema contract tests and migration dry-run against snapshot DB.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Breaking schema evolution.,Introduce versioned schema and compatibility tests.,2026-Q3,Planned
FRI-PLAT-073,EPIC-DSK,DSK,Desktop Control Runtime,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Desktop Control Runtime — API and SDK Contract,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-072,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q3,Planned
FRI-PLAT-074,EPIC-DSK,DSK,Desktop Control Runtime,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Desktop Control Runtime — Core Runtime Implementation,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-073,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q3,Planned
FRI-PLAT-075,EPIC-DSK,DSK,Desktop Control Runtime,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Desktop Control Runtime — UI and Operator Controls,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-074,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q3,Planned
FRI-PLAT-076,EPIC-DSK,DSK,Desktop Control Runtime,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Desktop Control Runtime — Security and Permission Model,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-075; EPIC-SEC policy runtime enabled,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q3,Planned
FRI-PLAT-077,EPIC-DSK,DSK,Desktop Control Runtime,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Desktop Control Runtime — Migration, Backfill, and Compatibility",Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-076,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q3,Planned
FRI-PLAT-078,EPIC-DSK,DSK,Desktop Control Runtime,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Desktop Control Runtime — Automated Test Matrix,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-077,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q3,Planned
FRI-PLAT-079,EPIC-DSK,DSK,Desktop Control Runtime,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Desktop Control Runtime — Beta Rollout and Telemetry,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-078; EPIC-SEC policy runtime enabled,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q3,Planned
FRI-PLAT-080,EPIC-DSK,DSK,Desktop Control Runtime,Phase-6 Launch Readiness (Weeks 21-24),Platform,Launch Runbook and Handover,Desktop Control Runtime — Launch Runbook and Handover,Provide controlled desktop automation across macOS/Windows/Linux.,"AppleScript/COM/xdotool adapters, permission prompts, sandbox boundaries","Prepare production launch checklist, support playbooks, and ownership handover.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","desktop tool runtime, action recorder, desktop policy pack",Release Manager,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,3,1.5,FRI-PLAT-079,Runbook published; on-call training complete; launch gates automated.,Game-day simulation + incident drill + go/no-go checklist pass.,Desktop action success > 95% in supported apps; unsafe action blocks 100%; human-confirm override logged 100%.,Operational unpreparedness at launch.,Runbook automation and escalation tree validation.,2026-Q3,Planned
FRI-PLAT-081,EPIC-CNV,CNV,Universal Converter Platform,Phase-1 Foundations (Weeks 1-4),Platform,Product/Architecture Spec,Universal Converter Platform — Product/Architecture Spec,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow",Define product and technical contract for this workstream with edge cases and out-of-scope boundaries.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Principal Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,3,1.5,none,"Architecture RFC, sequence diagrams, explicit NFRs approved.",Design review checklist passed; architecture doc lint + peer review complete.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Architecture drift after implementation.,Weekly design-review gate + ADR updates.,2026-Q3,Planned
FRI-PLAT-082,EPIC-CNV,CNV,Universal Converter Platform,Phase-1 Foundations (Weeks 1-4),Platform,Domain Model and Data Contract,Universal Converter Platform — Domain Model and Data Contract,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow","Define canonical entities, schemas, and persistence layout with versioning strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Backend Engineer (Data),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-081,Schema package merged; migration plan approved; backward compatibility documented.,Schema contract tests and migration dry-run against snapshot DB.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Breaking schema evolution.,Introduce versioned schema and compatibility tests.,2026-Q3,Planned
FRI-PLAT-083,EPIC-CNV,CNV,Universal Converter Platform,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Universal Converter Platform — API and SDK Contract,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-082,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q3,Planned
FRI-PLAT-084,EPIC-CNV,CNV,Universal Converter Platform,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Universal Converter Platform — Core Runtime Implementation,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-083,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q3,Planned
FRI-PLAT-085,EPIC-CNV,CNV,Universal Converter Platform,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Universal Converter Platform — UI and Operator Controls,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-084,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q3,Planned
FRI-PLAT-086,EPIC-CNV,CNV,Universal Converter Platform,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Universal Converter Platform — Security and Permission Model,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-085,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q3,Planned
FRI-PLAT-087,EPIC-CNV,CNV,Universal Converter Platform,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Universal Converter Platform — Migration, Backfill, and Compatibility",Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-086,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q3,Planned
FRI-PLAT-088,EPIC-CNV,CNV,Universal Converter Platform,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Universal Converter Platform — Automated Test Matrix,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-087,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q3,Planned
FRI-PLAT-089,EPIC-CNV,CNV,Universal Converter Platform,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Universal Converter Platform — Beta Rollout and Telemetry,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-088,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q3,Planned
FRI-PLAT-090,EPIC-CNV,CNV,Universal Converter Platform,Phase-6 Launch Readiness (Weeks 21-24),Platform,Launch Runbook and Handover,Universal Converter Platform — Launch Runbook and Handover,Convert repos/APIs/web flows/open-source skills into Friday skills reliably.,"converter interfaces, quality checks, import wizard and repair flow","Prepare production launch checklist, support playbooks, and ownership handover.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","converter pipeline, converter QA, import diagnostics",Release Manager,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,3,1.5,FRI-PLAT-089,Runbook published; on-call training complete; launch gates automated.,Game-day simulation + incident drill + go/no-go checklist pass.,Conversion success > 80% on supported sources; post-conversion runtime pass > 90%; manual patch rate trending down.,Operational unpreparedness at launch.,Runbook automation and escalation tree validation.,2026-Q3,Planned
FRI-PLAT-091,EPIC-MKT,MKT,Marketplace and Commerce,Phase-1 Foundations (Weeks 1-4),Platform,Product/Architecture Spec,Marketplace and Commerce — Product/Architecture Spec,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger",Define product and technical contract for this workstream with edge cases and out-of-scope boundaries.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Principal Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,3,1.5,none,"Architecture RFC, sequence diagrams, explicit NFRs approved.",Design review checklist passed; architecture doc lint + peer review complete.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Architecture drift after implementation.,Weekly design-review gate + ADR updates.,2026-Q4,Planned
FRI-PLAT-092,EPIC-MKT,MKT,Marketplace and Commerce,Phase-1 Foundations (Weeks 1-4),Platform,Domain Model and Data Contract,Marketplace and Commerce — Domain Model and Data Contract,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger","Define canonical entities, schemas, and persistence layout with versioning strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Backend Engineer (Data),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-091,Schema package merged; migration plan approved; backward compatibility documented.,Schema contract tests and migration dry-run against snapshot DB.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Breaking schema evolution.,Introduce versioned schema and compatibility tests.,2026-Q4,Planned
FRI-PLAT-093,EPIC-MKT,MKT,Marketplace and Commerce,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Marketplace and Commerce — API and SDK Contract,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-092,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q4,Planned
FRI-PLAT-094,EPIC-MKT,MKT,Marketplace and Commerce,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Marketplace and Commerce — Core Runtime Implementation,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-093; EPIC-SEC tenant isolation complete,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q4,Planned
FRI-PLAT-095,EPIC-MKT,MKT,Marketplace and Commerce,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Marketplace and Commerce — UI and Operator Controls,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-094,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q4,Planned
FRI-PLAT-096,EPIC-MKT,MKT,Marketplace and Commerce,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Marketplace and Commerce — Security and Permission Model,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-095,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q4,Planned
FRI-PLAT-097,EPIC-MKT,MKT,Marketplace and Commerce,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Marketplace and Commerce — Migration, Backfill, and Compatibility","Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-096,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q4,Planned
FRI-PLAT-098,EPIC-MKT,MKT,Marketplace and Commerce,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Marketplace and Commerce — Automated Test Matrix,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-097,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q4,Planned
FRI-PLAT-099,EPIC-MKT,MKT,Marketplace and Commerce,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Marketplace and Commerce — Beta Rollout and Telemetry,"Enable creators to publish, rent, and sell agent packages safely.","listing lifecycle, pricing plans, subscription entitlements, payout ledger","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","marketplace APIs/UI, billing hooks, payout reporting",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-098; EPIC-SEC tenant isolation complete,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Listing publish success > 99%; entitlement check accuracy 100%; payout reconciliation mismatch < 0.1%.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q4,Planned
